canonical_smiles,molregno,standard_relation,standard_value,standard_units
Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,65539,,35.460000000000000000000000000000,%
COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(=O)C,207725,,35.460000000000000000000000000000,%
CC(N)COc1c(C)cccc1C,15958,,36.530000000000000000000000000000,%
Oc1ncc(NCc2ccccc2)c(O)n1,1211999,,36.530000000000000000000000000000,%
COc1ccc(CCO[C@@H]2CCCC[C@H]2N3CC[C@@H](O)C3)cc1OC,1383552,,37.060000000000000000000000000000,%
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,27588,,38.140000000000000000000000000000,%
COc1cc(cc(OC)c1O)C(=O)OCCCCNC(=N)N,716698,,38.140000000000000000000000000000,%
CC(C)(C)NCC(O)COc1nsnc1N2CCOCC2,288721,,40.340000000000000000000000000000,%
CCCC1=CC(=O)NC(=S)N1,421208,,40.890000000000000000000000000000,%
COc1ccccc1c2csc(n2)n3ncc(C#N)c3N,746777,,40.890000000000000000000000000000,%
NCC[C@@H](Sc1cc(Cl)ccc1C#N)c2ccccc2,1152806,,41.450000000000000000000000000000,%
COC[C@@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,1147985,,41.450000000000000000000000000000,%
O=C1NCCc2[nH]c(cc12)c3ccncc3,378628,,41.450000000000000000000000000000,%
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(C)CC3,1365083,,42.010000000000000000000000000000,%
CNC1(CCCCC1=O)c2ccccc2Cl,38833,,42.010000000000000000000000000000,%
CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc2cc(Cl)ccc2CN,306786,,42.010000000000000000000000000000,%
OC1CS(=O)(=O)CC1N2CCC(CC2)c3ccccc3,884499,,43.140000000000000000000000000000,%
CN1C(=O)N(C)c2nc[nH]c2C1=O,381693,,43.700000000000000000000000000000,%
CNC(=O)c1snnc1c2ccccc2,1022199,,43.700000000000000000000000000000,%
O=C(Cc1cccs1)Nc2ccon2,950494,,43.700000000000000000000000000000,%
NCC[C@@H](Oc1nc(ccc1C#N)C(F)(F)F)c2oncc2,1152838,,44.270000000000000000000000000000,%
Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,4345,,44.270000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)c3ccccc3,1279709,,44.840000000000000000000000000000,%
OC(=O)c1cccnc1,16656,,44.840000000000000000000000000000,%
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,218758,,45.410000000000000000000000000000,%
CCN1CCC[C@H]1CNC(=O)c2cc(Br)cc(OC)c2OC,63741,,45.980000000000000000000000000000,%
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1062673,,45.980000000000000000000000000000,%
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,77128,,45.980000000000000000000000000000,%
NC(=N)c1ccc(CNC(=O)C2(Cc3ccccc3C2)NC(=O)[C@H](NCC(=O)O)C4CCCCC4)cc1,356188,,45.980000000000000000000000000000,%
CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1428488,,46.550000000000000000000000000000,%
C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,27308,,46.550000000000000000000000000000,%
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,49931,,46.550000000000000000000000000000,%
C[C@]12N[C@H](Cc3ccccc13)c4ccccc24,32408,,47.120000000000000000000000000000,%
Cn1c(CNc2ccc(cc2)C(=N)N)nc3cc(ccc13)C(=O)N(CCC(=O)O)c4ccccn4,75302,,47.120000000000000000000000000000,%
O=C(CN1CCN(CCC2CCOCC2)CC1)NC34CC5CC(CC(C5)C3)C4,1527667,,47.120000000000000000000000000000,%
C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5,1241099,,47.700000000000000000000000000000,%
CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5C[C@H](O)CO5,365757,,47.700000000000000000000000000000,%
OC(=O)c1ccccc1NC(=O)Nc2ccc(Cl)c(Cl)c2,912971,,47.700000000000000000000000000000,%
CCN(CC)CCOc1ccc2c(c1)C(=O)c3cc(OCCN(CC)CC)ccc23,70039,,48.270000000000000000000000000000,%
CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2,1337281,,48.850000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)Cc2ccccc2)C(C)(C)C,1279828,,48.850000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2,1279701,,48.850000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C(C)(C)C,1279823,,49.420000000000000000000000000000,%
COCCNCC(=O)NC12CC3CC(CC(C3)C1)C2,777919,,50.000000000000000000000000000000,%
Clc1ccc(cc1)S(=O)(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C5CCCC5)C2=N,733864,,50.000000000000000000000000000000,%
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c(C)n[nH]c3C)c2C(=O)N4C[C@H](O)CO4,365766,,51.150000000000000000000000000000,%
C[C@H]1CN=C(N)c2sccc2O1,688131,,51.150000000000000000000000000000,%
CNCCC(Oc1ccccc1OC)c2ccccc2,66246,,51.730000000000000000000000000000,%
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CC2)C3CCN(C)CC3,1365095,,51.730000000000000000000000000000,%
CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,1428487,,51.730000000000000000000000000000,%
N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,374548,,51.730000000000000000000000000000,%
CCCSc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,575825,,51.730000000000000000000000000000,%
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4ccncc4)CCC2CC3)c5ccccc5,1265507,,51.730000000000000000000000000000,%
O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,1165512,,52.880000000000000000000000000000,%
C[C@H](Nc1ncc(F)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1062630,,52.880000000000000000000000000000,%
[O-][n+]1cc(ccc1Cl)C(=O)Nc2ccc(F)cc2,91844,,53.450000000000000000000000000000,%
CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,1521057,,53.450000000000000000000000000000,%
Nc1c2CCCCc2nc3ccccc13,9333,,53.450000000000000000000000000000,%
COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1264000,,53.450000000000000000000000000000,%
Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,1425333,,53.450000000000000000000000000000,%
COCC1=C(N2[C@H](SC1)[C@H](NC(=O)\C(=N/OC)\c3csc(N)n3)C2=O)C(=O)O,506443,,53.450000000000000000000000000000,%
CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2,1353123,,54.020000000000000000000000000000,%
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,365765,,54.020000000000000000000000000000,%
C[C@]1(CCSC(=N1)N)c2cc(c(F)cc2F)c3cncnc3,1523585,,54.020000000000000000000000000000,%
N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N,618938,,54.020000000000000000000000000000,%
CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4nc(cc4C)C(F)(F)F,1355145,,54.590000000000000000000000000000,%
C[C@H](NC(=O)c1c(C)nn(C2CCN(C)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1271888,,54.590000000000000000000000000000,%
COCCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,473932,,54.590000000000000000000000000000,%
Cc1cccc(C(=O)N)c1NC(=O)c2ccccc2,249464,,55.160000000000000000000000000000,%
COc1cc2nc(nc(NCCN3CCOCC3)c2cc1OC)c4ccc(cc4)N5CCN(C)CC5,1416156,,55.160000000000000000000000000000,%
COc1ccc2N=NC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1264005,,55.730000000000000000000000000000,%
CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,635,,55.730000000000000000000000000000,%
Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,38727,,55.730000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCc3ccccc3)C2,1279702,,55.730000000000000000000000000000,%
COc1cc2c(Nc3ccc(F)cc3F)c(cnc2cc1NCCN(C)C)C(=O)N,474586,,55.730000000000000000000000000000,%
CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC#C)N2C=CC=C(NC(=O)c3cc(C)on3)C2=O,234877,,55.730000000000000000000000000000,%
COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,474583,,55.730000000000000000000000000000,%
CCCC[C@H](NC(=O)C)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@H](Cc5cnc[nH]5)NC1=O)C(=O)N,340792,,55.730000000000000000000000000000,%
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],27340,,56.300000000000000000000000000000,%
C1Cc2ccccc2CN1c3ccncc3,75773,,56.860000000000000000000000000000,%
Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2,715952,,56.860000000000000000000000000000,%
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc23,192029,,57.990000000000000000000000000000,%
CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,5985,,57.990000000000000000000000000000,%
C[C@@](C1CCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3,1285173,,57.990000000000000000000000000000,%
Oc1nnc(Cc2cccc(c2)C(=O)N3CCOCC3)c4ccccc14,339091,,58.550000000000000000000000000000,%
COC[C@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,1173912,,58.550000000000000000000000000000,%
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,603199,,59.110000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccccc2)C(C)(C)C,1279827,,59.110000000000000000000000000000,%
COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C,1263998,,59.660000000000000000000000000000,%
CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,14367,,59.660000000000000000000000000000,%
COc1cc(NC(C)CCCN)c2ncccc2c1,10389,,59.660000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCC(CO)CC3,1280167,,59.660000000000000000000000000000,%
CSCCC(NC(=O)c1cnccn1)c2nc3ccccc3[nH]2,1142770,,60.220000000000000000000000000000,%
NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F,619385,,60.770000000000000000000000000000,%
C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)C)C(F)(F)F,114890,,60.770000000000000000000000000000,%
CCC1(CCC(C)C)C(=O)NC(=NC1=O)O,2366,,60.770000000000000000000000000000,%
COCCOc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,474007,,60.770000000000000000000000000000,%
C[C@H](Nc1ccc2ncn(c3cc(C)[nH]n3)c2n1)c4ncc(F)cn4,1421986,,61.310000000000000000000000000000,%
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,1785,,62.400000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)Cc3ccccc3,1279710,,62.400000000000000000000000000000,%
CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(N)nn3c2,1355685,,62.940000000000000000000000000000,%
CCC(=O)N1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,469865,,62.940000000000000000000000000000,%
CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,81683,,62.940000000000000000000000000000,%
CC(C)[C@@H]1N(C)c2ccccc2C[C@@H](CO)NC1=O,1012,,62.940000000000000000000000000000,%
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,17170,,62.940000000000000000000000000000,%
CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)N2CCOCC2)C(F)(F)F,275514,,62.940000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,1279707,,63.470000000000000000000000000000,%
CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,365729,,64.010000000000000000000000000000,%
NCCCCCc1c[nH]c2ccc(F)cc12,1052924,,64.010000000000000000000000000000,%
CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)N)n4ccc(n4)C(F)(F)F,1355146,,64.010000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCCc3ccccc3)C2,1279703,,64.010000000000000000000000000000,%
CC(NC(=O)c1cc(O)nc2ccccc12)c3ccccc3,855620,,64.010000000000000000000000000000,%
NC1=NC(Cc2ccccc12)c3ccc(F)cc3,3027,,64.010000000000000000000000000000,%
COc1ccc(C[C@H](N)C(=O)N[C@@H](Cc2ccccc2C)C(=O)N)cc1,597375,,64.010000000000000000000000000000,%
CNC(=O)Nc1nc2ccc(cn2n1)c3cncc(c3)S(=O)(=O)NC(C)(C)C,1355686,,64.540000000000000000000000000000,%
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,345302,,64.540000000000000000000000000000,%
Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)N4C(=O)Nc5ccccc45,491534,,64.540000000000000000000000000000,%
Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,1274258,,64.540000000000000000000000000000,%
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)C)[C@@H](C)O,619231,,64.540000000000000000000000000000,%
CN1CCN(CC1)C(=O)c2cccc(CC3=NNC(=O)c4ccccc34)c2,469658,,65.060000000000000000000000000000,%
CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,1413697,,65.060000000000000000000000000000,%
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc23,1271053,,65.060000000000000000000000000000,%
CC(C)(C)S(=O)(=O)CCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1528092,,65.060000000000000000000000000000,%
CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,5638,,66.100000000000000000000000000000,%
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1216,,66.100000000000000000000000000000,%
COc1cnc(nc1N2CCOCC2)c3ccccn3,1360267,,66.100000000000000000000000000000,%
Clc1ccc(cc1)C(=O)CN2C3=NCCN3c4ccccc24,1369043,,66.100000000000000000000000000000,%
CN(C)CCN(Cc1cccc2ccccc12)C3=CC(=NC(=O)N3)N4CCOCC4,1428622,,66.100000000000000000000000000000,%
CC(C)N(CCCNC(=O)OCc1ccccc1)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,1430468,,66.100000000000000000000000000000,%
CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,565032,,66.610000000000000000000000000000,%
NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CN3CCCCC3)cc2,448231,,66.610000000000000000000000000000,%
O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3,494066,,66.610000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCCc3ccccc3)C2,1279708,,66.610000000000000000000000000000,%
CCOc1ccc(cc1F)[C@@H](C)Nc2nc(nc3C(=O)N(Cc23)C(C)C)N4CCN(CC4)C(=O)C,1332169,,66.610000000000000000000000000000,%
CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2,1353122,,67.120000000000000000000000000000,%
CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C,305178,,67.120000000000000000000000000000,%
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3)C2,1279700,,67.120000000000000000000000000000,%
Clc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1430525,,67.120000000000000000000000000000,%
COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCN(C)CCO)C(=O)N,474384,,67.120000000000000000000000000000,%
CCCN1C(=O)NC(=O)c2[nH]cnc12,26237,,67.120000000000000000000000000000,%
NC1=NC(Cc2ccc(F)cc12)c3ccc(F)cc3,2981,,67.120000000000000000000000000000,%
Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],431141,,67.630000000000000000000000000000,%
COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,1177843,,67.630000000000000000000000000000,%
C[C@@H](C(=O)NCCN1CCCC1)c2ccc(OS(=O)(=O)C(F)(F)F)cc2,319861,,67.630000000000000000000000000000,%
Cc1csc(N)c1C(=O)N,1512364,,67.630000000000000000000000000000,%
CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccc(cc5)C#N)ccc4C,1343289,,68.130000000000000000000000000000,%
CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,1447317,,68.130000000000000000000000000000,%
CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5CC[C@@H](O)C5,345319,,68.130000000000000000000000000000,%
COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,1264003,,68.630000000000000000000000000000,%
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5CC[C@@H](O)C5,345260,,68.630000000000000000000000000000,%
OC(=O)[C@@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1425376,,68.630000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=S)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,1280057,,69.120000000000000000000000000000,%
COc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3,376460,,69.120000000000000000000000000000,%
COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1263996,,69.120000000000000000000000000000,%
CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23,1421989,,69.120000000000000000000000000000,%
Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C(=O)N5CC6CNCC(C5)O6,400916,,69.120000000000000000000000000000,%
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1528089,,69.120000000000000000000000000000,%
CC1(C)[C@H](NC(=O)\C(=N/OCC2=CC(=O)C(=CN2O)O)\c3csc(N)n3)C(=O)N1OS(=O)(=O)O,705961,,69.120000000000000000000000000000,%
COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCCCC3,1280166,,69.610000000000000000000000000000,%
CCS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1174135,,69.610000000000000000000000000000,%
Cc1cc(nn1C[C@H](O)CN)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,1193187,,69.610000000000000000000000000000,%
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,579302,,69.610000000000000000000000000000,%
