,canonical_smiles,standard_value
23,CCCC[C@H](NC(=O)C)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@H](Cc5cnc[nH]5)NC1=O)C(=O)O,27.09
24,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,27.550000000000008
25,C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3,28.950000000000006
26,CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3,29.9
27,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,29.9
28,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,30.880000000000006
29,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,31.870000000000008
30,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,31.870000000000008
31,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,32.370000000000005
32,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)Cc3ccccc3,32.879999999999995
33,COC1=CC=C2C(=CC1=O)C(CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,32.879999999999995
34,CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,33.39
35,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,33.39
36,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)c3ccccc3,33.900000000000006
37,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,34.42
38,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,34.42
39,CCOc1ccc(NC(=O)C)cc1,34.94
40,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,34.94
41,Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,35.46000000000001
42,COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(=O)C,35.46000000000001
43,CC(N)COc1c(C)cccc1C,36.53
44,Oc1ncc(NCc2ccccc2)c(O)n1,36.53
45,COc1ccc(CCO[C@@H]2CCCC[C@H]2N3CC[C@@H](O)C3)cc1OC,37.06
46,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,38.14000000000001
47,COc1cc(cc(OC)c1O)C(=O)OCCCCNC(=N)N,38.14000000000001
48,CC(C)(C)NCC(O)COc1nsnc1N2CCOCC2,40.34
49,CCCC1=CC(=O)NC(=S)N1,40.88999999999999
50,COc1ccccc1c2csc(n2)n3ncc(C#N)c3N,40.88999999999999
51,NCC[C@@H](Sc1cc(Cl)ccc1C#N)c2ccccc2,41.45
52,COC[C@@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,41.45
53,O=C1NCCc2[nH]c(cc12)c3ccncc3,41.45
54,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(C)CC3,42.00999999999999
55,CNC1(CCCCC1=O)c2ccccc2Cl,42.00999999999999
56,CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc2cc(Cl)ccc2CN,42.00999999999999
57,OC1CS(=O)(=O)CC1N2CCC(CC2)c3ccccc3,43.14
58,CN1C(=O)N(C)c2nc[nH]c2C1=O,43.70000000000001
59,CNC(=O)c1snnc1c2ccccc2,43.70000000000001
60,O=C(Cc1cccs1)Nc2ccon2,43.70000000000001
61,NCC[C@@H](Oc1nc(ccc1C#N)C(F)(F)F)c2oncc2,44.27
62,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,44.27
63,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)c3ccccc3,44.839999999999996
64,OC(=O)c1cccnc1,44.839999999999996
65,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,45.40999999999998
66,CCN1CCC[C@H]1CNC(=O)c2cc(Br)cc(OC)c2OC,45.98
67,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cc(n1)N3CCOCC3)c4ncc(F)cn4,45.98
68,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,45.98
69,NC(=N)c1ccc(CNC(=O)C2(Cc3ccccc3C2)NC(=O)[C@H](NCC(=O)O)C4CCCCC4)cc1,45.98
70,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,46.54999999999999
71,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,46.54999999999999
72,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,46.54999999999999
73,C[C@]12N[C@H](Cc3ccccc13)c4ccccc24,47.120000000000005
74,Cn1c(CNc2ccc(cc2)C(=N)N)nc3cc(ccc13)C(=O)N(CCC(=O)O)c4ccccn4,47.120000000000005
75,O=C(CN1CCN(CCC2CCOCC2)CC1)NC34CC5CC(CC(C5)C3)C4,47.120000000000005
76,C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5,47.699999999999996
77,CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5C[C@H](O)CO5,47.699999999999996
78,OC(=O)c1ccccc1NC(=O)Nc2ccc(Cl)c(Cl)c2,47.699999999999996
79,CCN(CC)CCOc1ccc2c(c1)C(=O)c3cc(OCCN(CC)CC)ccc23,48.27
80,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2,48.849999999999994
81,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)Cc2ccccc2)C(C)(C)C,48.849999999999994
82,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2,48.849999999999994
83,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C(C)(C)C,49.42000000000001
84,COCCNCC(=O)NC12CC3CC(CC(C3)C1)C2,49.99999999999999
85,Clc1ccc(cc1)S(=O)(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C5CCCC5)C2=N,49.99999999999999
86,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c(C)n[nH]c3C)c2C(=O)N4C[C@H](O)CO4,51.15
87,C[C@H]1CN=C(N)c2sccc2O1,51.15
88,CNCCC(Oc1ccccc1OC)c2ccccc2,51.730000000000004
89,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CC2)C3CCN(C)CC3,51.730000000000004
90,CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,51.730000000000004
91,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,51.730000000000004
92,CCCSc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,51.730000000000004
93,C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4ccncc4)CCC2CC3)c5ccccc5,51.730000000000004
94,O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,52.88
95,C[C@H](Nc1ncc(F)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,52.88
96,[O-][n+]1cc(ccc1Cl)C(=O)Nc2ccc(F)cc2,53.449999999999996
97,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,53.449999999999996
98,Nc1c2CCCCc2nc3ccccc13,53.449999999999996
99,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,53.449999999999996
100,Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2,53.449999999999996
101,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)\C(=N/OC)\c3csc(N)n3)C2=O)C(=O)O,53.449999999999996
102,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2,54.019999999999996
103,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,54.019999999999996
104,C[C@]1(CCSC(=N1)N)c2cc(c(F)cc2F)c3cncnc3,54.019999999999996
105,N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N,54.019999999999996
106,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4nc(cc4C)C(F)(F)F,54.59
107,C[C@H](NC(=O)c1c(C)nn(C2CCN(C)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,54.59
108,COCCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,54.59
109,Cc1cccc(C(=O)N)c1NC(=O)c2ccccc2,55.160000000000004
110,COc1cc2nc(nc(NCCN3CCOCC3)c2cc1OC)c4ccc(cc4)N5CCN(C)CC5,55.160000000000004
111,COc1ccc2N=NC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,55.73000000000001
112,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,55.73000000000001
113,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,55.73000000000001
114,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCc3ccccc3)C2,55.73000000000001
115,COc1cc2c(Nc3ccc(F)cc3F)c(cnc2cc1NCCN(C)C)C(=O)N,55.73000000000001
116,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC#C)N2C=CC=C(NC(=O)c3cc(C)on3)C2=O,55.73000000000001
117,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,55.73000000000001
118,CCCC[C@H](NC(=O)C)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@H](Cc5cnc[nH]5)NC1=O)C(=O)N,55.73000000000001
119,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],56.3
120,C1Cc2ccccc2CN1c3ccncc3,56.85999999999999
121,Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2,56.85999999999999
122,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc23,57.98999999999999
123,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,57.98999999999999
124,C[C@@](C1CCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3,57.98999999999999
125,Oc1nnc(Cc2cccc(c2)C(=O)N3CCOCC3)c4ccccc14,58.54999999999999
126,COC[C@H](O)CN1C(=O)C=NN(C1=O)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,58.54999999999999
127,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,59.11
128,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccccc2)C(C)(C)C,59.11
129,COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C,59.66000000000001
130,CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,59.66000000000001
131,COc1cc(NC(C)CCCN)c2ncccc2c1,59.66000000000001
132,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCC(CO)CC3,59.66000000000001
133,CSCCC(NC(=O)c1cnccn1)c2nc3ccccc3[nH]2,60.22000000000001
134,NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F,60.76999999999999
135,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)C)C(F)(F)F,60.76999999999999
136,CCC1(CCC(C)C)C(=O)NC(=NC1=O)O,60.76999999999999
137,COCCOc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,60.76999999999999
138,C[C@H](Nc1ccc2ncn(c3cc(C)[nH]n3)c2n1)c4ncc(F)cn4,61.31000000000001
139,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,62.399999999999984
140,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)Cc3ccccc3,62.399999999999984
141,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(N)nn3c2,62.94000000000001
142,CCC(=O)N1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,62.94000000000001
143,CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,62.94000000000001
144,CC(C)[C@@H]1N(C)c2ccccc2C[C@@H](CO)NC1=O,62.94000000000001
145,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,62.94000000000001
146,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)N2CCOCC2)C(F)(F)F,62.94000000000001
147,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,63.47
148,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,64.01
149,NCCCCCc1c[nH]c2ccc(F)cc12,64.01
150,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)N)n4ccc(n4)C(F)(F)F,64.01
151,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCCc3ccccc3)C2,64.01
152,CC(NC(=O)c1cc(O)nc2ccccc12)c3ccccc3,64.01
153,NC1=NC(Cc2ccccc12)c3ccc(F)cc3,64.01
154,COc1ccc(C[C@H](N)C(=O)N[C@@H](Cc2ccccc2C)C(=O)N)cc1,64.01
155,CNC(=O)Nc1nc2ccc(cn2n1)c3cncc(c3)S(=O)(=O)NC(C)(C)C,64.54
156,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,64.54
157,Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)N4C(=O)Nc5ccccc45,64.54
158,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,64.54
159,CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)C)[C@@H](C)O,64.54
160,CN1CCN(CC1)C(=O)c2cccc(CC3=NNC(=O)c4ccccc34)c2,65.06
161,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,65.06
162,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc23,65.06
163,CC(C)(C)S(=O)(=O)CCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,65.06
164,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,66.1
165,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,66.1
166,COc1cnc(nc1N2CCOCC2)c3ccccn3,66.1
167,Clc1ccc(cc1)C(=O)CN2C3=NCCN3c4ccccc24,66.1
168,CN(C)CCN(Cc1cccc2ccccc12)C3=CC(=NC(=O)N3)N4CCOCC4,66.1
169,CC(C)N(CCCNC(=O)OCc1ccccc1)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,66.1
170,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,66.61000000000001
171,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CN3CCCCC3)cc2,66.61000000000001
172,O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3,66.61000000000001
173,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCCc3ccccc3)C2,66.61000000000001
174,CCOc1ccc(cc1F)[C@@H](C)Nc2nc(nc3C(=O)N(Cc23)C(C)C)N4CCN(CC4)C(=O)C,66.61000000000001
175,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2,67.12000000000002
176,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(cc4)S(=O)(=O)C,67.12000000000002
177,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3)C2,67.12000000000002
178,Clc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,67.12000000000002
179,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCN(C)CCO)C(=O)N,67.12000000000002
180,CCCN1C(=O)NC(=O)c2[nH]cnc12,67.12000000000002
181,NC1=NC(Cc2ccc(F)cc12)c3ccc(F)cc3,67.12000000000002
182,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],67.63
183,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,67.63
184,C[C@@H](C(=O)NCCN1CCCC1)c2ccc(OS(=O)(=O)C(F)(F)F)cc2,67.63
185,Cc1csc(N)c1C(=O)N,67.63
186,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5ccc(cc5)C#N)ccc4C,68.12999999999998
187,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,68.12999999999998
188,CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5CC[C@@H](O)C5,68.12999999999998
189,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,68.63000000000002
190,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5CC[C@@H](O)C5,68.63000000000002
191,OC(=O)[C@@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,68.63000000000002
192,COc1cc(OC)c(cc1NC(=S)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,69.12
193,COc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3,69.12
194,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,69.12
195,CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23,69.12
196,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C(=O)N5CC6CNCC(C5)O6,69.12
197,CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,69.12
198,CC1(C)[C@H](NC(=O)\C(=N/OCC2=CC(=O)C(=CN2O)O)\c3csc(N)n3)C(=O)N1OS(=O)(=O)O,69.12
199,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)NCc2ccccc2N3CCCCC3,69.60999999999997
200,CCS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,69.60999999999997
201,Cc1cc(nn1C[C@H](O)CN)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,69.60999999999997
202,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,69.60999999999997
203,CCOc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCCN(C)CC4,69.60999999999997
204,OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,70.09999999999998
205,OC(=O)C1=CN(Cc2ccccc2)c3cc(N4CCNCC4)c(F)cc3C1=O,70.09999999999998
206,CCOc1ccc(cc1)[C@@H](C)Nc2nc(nc3C(=O)N(Cc23)C(C)C)N4CCN(CC4)C(=O)C,70.09999999999998
207,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)N)cc(OCC)c1N,70.09999999999998
208,CC(C)(C)NC(=O)CN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,70.09999999999998
209,NC(=O)N1c2ccccc2C=Cc3ccccc13,70.58000000000001
210,NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2,71.05
211,CN1CCN(CC1)C(=O)c2cc(CC3=NNC(=O)c4ccccc34)ccc2F,71.05
212,COc1ccc(NC(=O)c2ccnc(N)n2)cc1,71.05
213,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,71.05
214,O=C(Nc1ccc(nc1)n2ccnc2)c3ccc(cc3)C#N,71.05
215,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,71.05
216,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N,71.05
217,CS(=O)(=O)N1CCC(CC1)NC(=O)NC23CC4CC(CC(C4)C2)C3,71.05
218,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,71.53
219,O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3,71.53
220,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4c(F)ccc(F)c14,71.53
221,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,71.53
222,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,71.99
223,COc1cc(OC)c(cc1NC(=O)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,71.99
224,CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,71.99
225,C[C@H](Nc1ncc(C)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,71.99
226,Fc1ccc(cc1F)N2C=CN=C(SCC(=O)NC3CCCC3)C2=O,71.99
227,Cc1ccc(cc1NC(=O)CC23CC4CC(CC(C4)C2)C3)C(=O)N5CC6CNCC(C5)O6,71.99
228,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3cccc(F)c3)C2,71.99
229,NC(=O)c1cccc2c3CCCCc3[nH]c12,71.99
230,Fc1cccnc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl,71.99
231,COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,72.44999999999999
232,CO[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,72.44999999999999
233,COc1cc(Nc2cc(nc(N[C@@H](C)c3ncc(F)cn3)n2)N4CCOCC4)n[nH]1,72.44999999999999
234,C[C@H](Cc1ccccc1)N(C)CC#C,72.91000000000003
235,COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F,73.36
236,O=C(CSc1ccccc1)N2CCN(CC2)C(=O)c3occc3,73.36
237,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]2CCCN(CCc3ccccc3)C2,73.36
238,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccc(F)cc3)C2,73.36
239,COc1cc(OC)c(cc1NC(=O)COCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,73.36
240,O=C1NC(=NC(=C1)N2CCOCC2)NCc3ccccc3,73.36
241,NC(=O)c1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,73.81000000000002
